text, gender, followers, location, friends, comments, source, likes, reposts, label
【[泪]恭喜大家可以戒掉拉面了!拉面剂含大量致癌物质】报道显示:所有兰州拉面馆都在使用拉面剂，拉面剂主要成份是蓬灰，这种化学物质含有大量致癌物质--砷。几乎所有的兰州拉面都用这种制剂来使得面粉更有弹性。新闻:http://t.cn/zOXVKqf 不信的同学，你去吃的时候问问师傅有没有加拉面剂，他肯定回答有,m,308120,福建,2403,89,微博 weibo.com,0,396,1
北京时间3月12日消息，在83版《西游记》中扮演孙悟空的演员六小龄童（章金莱），3月12日早上八点半病逝于浙江绍兴慈济医院，享年53岁。如果他给你的童年带去了无数欢乐，如果你觉得他是无可超越的经典，请默默的转发，让更多人祝愿猴哥·一路走好！[流泪]    ,m,821,上海,851,132,壕,9,390,1
#微信收费标准# 在工信部，运营商双重压力下，小马哥最终没能顶住，微信收费将于7月1日开始，收费标准信息5分/条，语音1毛/条，按这样的标准有多少人会放弃微信？其实中国人的微信使用已经包含了流量费，如果微信收费那么微博没理由不收费。大家转起来，让那些眼馋着不该眼馋的人士无地自容[弱],f,359,广东 广州,671,30,微博 weibo.com,0,196,1
【喝易拉罐一定要吸管】一妇女喝了罐饮料，被送进医院，离开了世界。验尸死于於细螺旋体病，追踪她喝的饮料，是直接用罐对嘴饮用。实验证明罐头受到鼠尿感染细螺旋体病毒。鼠尿含有毒性和致命物质。因罐头运输过程没有清洗的。研究显示罐上面的毒菌很多，请转给你关心的朋友。,f,604439,上海 黄浦区,743,62,皮皮时光机,0,367,1
【交通新规】2013年1月1日施行:1闯红灯，记6分，罚100元。2酒驾，5年内不得再考取驾照。3不系安全带，记3分，罚100元。4副驾不系安全带，记1分，罚50元。5行驶中拨打手机，记3分，罚100元。6行驶中抽烟，记1分，罚100元。7有意遮挡号牌，记12分，顶额处罚。8超速驾驶，记6分。扩散给大家!「广州日报」,m,404807,广东 广州,37,49,皮皮时光机,2,555,1
祝愿小日本的「贞子3D」票房为0！,m,145049,上海 黄浦区,652,171,iPhone客户端,7,390,1
【特供瀑布】中国最大的瀑布——黄果树瀑布，早就没有多少水了，但只要大领导一来，瀑布还是气势磅礴。原来上面有水库，可以开闸放水。这年头，竟然连风景都有特供！！【转】独特视角，特别观点@当朝犀利哥,f,363704,北京 东城区,69,29,皮皮时光机,6,131,1
转：全国政协委员、北京中华民族博物馆馆长王平建议不鼓励农村孩子上大学。认为农村孩子身上有很多坏毛病，上大学城市孩子会被影响，也会变坏！认为他们即使留城也是二等公民！中央必须采取行政手段禁止农村小孩上大学…网评：王委员这样自高自大，信口开河，还是尽早下台，去做你的一等公民吧！,m,68082,重庆 万州区,1375,38,微博 weibo.com,0,132,1
#四川雅安地震#[可怜]感动又被萌翻了，地震发生时，一只害怕的熊猫死死地抱住警察叔叔的腿。[泪] 我点评了http://t.cn/zTJfQgQ,m,92342,重庆 南岸区,1999,139,iPhone客户端,11,339,1
调查地沟油的记者，李翔，死了，身中10余刀，惨死。他为全国不能吃特供的十多亿人民的食品安全努力过。他付出了年轻的生命。请动一下鼠标，转发，表达一下谢意@王克勤 @王跃文 @薛蛮子,m,6333,北京 西城区,601,23,微博 weibo.com,0,496,1
中国人拍的《金陵十三钗》小日本让其票房为零。小日本拍的《贞子》3D将于9月12日在中国大陆上映。而9月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！！作为中国人，敢不敢让 贞子3D 9月12日票房为零。 朋友们 拿起你的手机转发吧！ 转起转起！,m,818,山东 烟台,1051,13,WeicoPro,1,154,1
【学生工疲劳死 其父又被打死】网曝：7月20日，湖北广水市强海制鞋厂工人罢工第2日，为被厂方打死的杜氏讨公道，造成交通堵塞。特警奉命暴力驱赶，多名工人、学生被殴打。据悉，12日，刚上班3天的武汉理工大学学生杜春晓因工作时间过长，中暑身亡，其父在找厂方维权时被当着警察面打死。,m,85353,湖北 武汉,2298,50,360安全浏览器,7,288,1
#福州有爱# 好心人帮忙转发下！ 昨日福建省泉州市警察局抓到几个拐卖小孩犯罪团伙，现场获救了一名5岁的小孩。 因他还小，说不清楚自己家的详细地址和家里的电话。只知道他是云南昭通市人！ 也许你随手的一个转发，就能帮他们一家团圆！！[心] （来源：@李思坤）,f,120165,福建 福州,1430,9,皮皮时光机,0,152,1
官员正襟危坐居于首席不苟言笑，几个文化界的名人在那里谈笑风声，中间必然会有几个女明星女模特或者影视院校的美女大学生在那娇小陪酒，最后还会有几个在下面谄笑的商人等着最后结账。而老板们的吃请，既能和富商巨贾拉拉关系，又省的被网民围堵指责“三公”消费，还能摆摆官威，何乐不为。,f,3269,北京 东城区,564,63,微博 weibo.com,3,131,1
【三星赔了苹果30卡车硬币】今天上午，30辆装满5美分硬币的卡车停在了加利福尼亚州苹果公司的总部。最初，苹果公司的安保部门以为是这些卡车转移错了地方，但是在数分钟之后，蒂姆·库克收到一个来自三星CEO的电话，电话中解释道这就是他们将要支付给美国苹果公司的10亿美元的罚款。,f,90272,北京 海淀区,751,54,微博 weibo.com,0,170,1
用一次性筷子做笋干炒肉 http://t.cn/zTedBvi,f,625500,广东,631,57,蛋花儿,4,129,1
【袖珍小猴走红网络，高智慧宠物“不好养”】昨天，一只宠物猴的照片风靡网络。据了解，这种猴名为“石猴”，系国家唯一允许个人饲养的宠物猴，但必须在合法商贩处购买。但石猴并不易养，有网友表示：石猴性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！”,f,696315,广东,86,27,广州本土网,0,117,1
【换国籍与换角度】杨澜终于承认自己美国籍身份。她说：“虽然我入了美国籍，但我出身于中国，所以从原产地角度而言，我不出席美国的两会而出席中国的两会是天经地义的。”《天涯社区》等转发了《深圳论坛》这一消息。http://t.cn/zWB91AY http://t.cn/zWB91Aj http://t.cn/zWB91AT,m,18200,广东,1977,231,微博 weibo.com,1,650,1
#周一见#文章连道歉信都抄袭高晓松的酒驾道歉信，事已如此，文章，难道就不能拿出些真诚吗？ http://t.cn/8sfUMKD 我在这里:http://t.cn/z82hO4x,f,17140,北京 朝阳区,380,209,iPhone客户端,137,184,1
【变态啊！】这是日本人所发明的一种宠物养殖技术，叫盆景猫！他们给小猫喂食一种促进骨质软化的化学药物，然后强塞进瓶子里，等小猫长大，身体胀满瓶子... [哼],f,407100,上海,3082,71,微博 weibo.com,0,188,1
韩国总统李明博就7岁女童遭性侵向国民道歉。【转】,f,8848,河北 秦皇岛,2406,105,专业版微博,1,304,1
@中原焦点:【广东佛山一在建16层楼盘发生坍塌，太恐怖了】广东佛山，已经建到16层了，一起是八栋。哥在另一个楼顶，眼睁睁的看着整栋楼倒下去，吓死哥了啊！太可怕，现在现场已经封锁，公安，防暴的来了十几车,f,5034,福建 福州,2000,3,新浪微群,0,303,1
请帮人转发！ 求扩散，今天上午我一个朋友的女儿在番禺南郊大润发超市附近被人拐走了，小女孩三岁多，能准确说出她爸爸的手机号码，这是转发朋友圈里同事女儿的照片，从监控上看是被一个四十多岁男人抱走了，现大人都急疯了，有知情者请告之，万分感谢！（转发）    就是图片小孩。,f,3370306,台湾 台北市,103,136,Android客户端,55,728,1
#微天下#【有图有真相！今年3.15又有17种“问题食品”曝光】兰州拉面，砂锅粥‘加料’致癌，来伊份，立顿茶，太子了奶粉，星巴克冰乐，东北饺子参老鼠肉，蛋黄派和榴莲酥，统一奶茶，蛇果上蜡，可乐，费列巧克力有‘活蛀虫’，乳鸽，人造鸡蛋，绝育黄瓜，果粒橙！这是在服毒吗？http://t.cn/zY3nue5,m,247764,浙江 宁波,808,22,看宁波,0,91,1
【深圳城管直接开车碾压收报纸老人】这次摄像头没失灵，深圳再一次走在了全国前面。城管抢走了收废报纸老人秤，老人向城管索要，坐在车前不起，城管的汽车直接从老人身上活活碾压过去，老人目前生命垂危。向报道此事的深圳电视台致敬，求大家扩散人肉这帮人渣。http://t.cn/zOex2Al,m,62180,北京 朝阳区,1992,101,微博 weibo.com,7,452,1
 @老夫峰子 接力！接力！把这种禽兽不如的老师揪出来！男生们，转发吧！或许下一个女主角就是你的女朋友；女生们，转发吧！台上那个满口礼义廉耻的演员已经瞄准了你！男人们，转发吧！禽兽不除怎么放心的下自己的女儿！每一次转发都在创造更美好的世界！@丰乳肥臀v @袁裕来律师 @杂谈五味 @袁腾飞,m,30064,浙江 温州,1983,52,iPhone客户端,0,164,1
【新浪内部人控制的用户黑洞】新浪内部技术人员开发了一套微博平台，据称现在该平台拥有上亿用户，并且规模在不断增加。这些用户都是制造的，但可以被操纵去评论、投票等，内部人员利用这些业务让一级代理、二级代理去兜售，形成了特别利益链条。#钛爱拍# http://t.cn/zYC5lcZ,f,2863979,北京 朝阳区,1019,178,钛媒体TMTpost,4,850,1
【敢吃大闸蟹的人，是世界上最“勇敢”的人】《壹周刊》记者把12只大闸蟹送去化验，结果发现11个样本有土霉素，6个样本有氯霉素。土霉素属“过时”抗菌素；而氯霉素属香港违禁物质，因会压抑骨髓功能，导致贫血、抵抗力下降和凝血困难问题。孕妇吃了含有土霉素的毒蟹，胎儿的骨质会变灰、变脆。 ,m,208268,香港,303,124,皮皮时光机,4,552,1
在工信部，运营商双重压力下，小马哥最终没能顶住，微信收费可能将于7月1日开始，收费标准信息5分/条，语音1毛/条，按这样的标准有多少人会放弃微信？其实中国人的微信使用已经包含了流量费，如果微信收费那么微博没理由不收费。微信如果收费了，大家还用么？ ,f,594783,浙江 绍兴,577,36,皮皮时光机,2,106,1
【广西惊现帝王局长！】微博认证为@中国记者杨慧峰 微博爆料：广西都安民政局长黄某一个人吃着509份底保，九套房子，6个老婆。三老婆刘茹跟人偷情被局长打，不服，报料：各位后宫电话：江素：15078554853黄鹂：18777887596张晓：15078070889阿萍：13478865543丽丽：13877860659第二轮反腐开始，顶！,m,55763,北京 朝阳区,239,44,微博 weibo.com,1,120,1
【恐怖新骗局】看的我汗毛都竖起来了，现在还有点怕！！！转给身边的盆友并且一定认真读完，否则真遇到就来不急了！！！[话筒][话筒][话筒] @Happy张江 (转),m,907689,重庆 南岸区,3161,35,Weico.iPhone,0,122,1
闽南三少:[话筒][赞啊][转发]【调查地沟油的记者李翔，死了】 身中10余刀，惨死。他为全国不能吃特供的十多亿草民的食品安全努力过。他付出了年轻的生命。请动一下鼠标，转发，表达一下谢意。不过分吧？恭请转发！！！,f,5823,辽宁,1699,20,微博 weibo.com,0,139,1
【侵入我钓鱼岛的日本警察被中方扣留】最新时讯，据新加坡路边社报道，21日登上中国钓鱼岛的三十二名日本警察被中国军方扣留，目前正被押往中国福建省。日本自卫队已派出军舰追赶。如果是真的？中国雄起！[给力][加油][国旗],f,3269,北京 东城区,564,159,微博 weibo.com,0,314,1
【主权在民，才有人权】周孝正：98年，有三名福建工人在以色列被炸死！以政府找到中国使馆商议赔偿及处理后事，中使馆以三名工人是偷渡客为由不予理睬！以政府对此硬是一查到底，后来不远万里来到福建，把受害者骨灰交到家属手中、向三名受害者各赔了70万美元。这钱后来还被我们政府收了每人18万的税！,m,496,海外 美国,387,284,微博桌面,6,963,1
周克华已经在歌乐山脚下被捕，自杀未成，大腿被特警打伤。被捕时候藏在一溪水的水草深处，一年经的特警发现了其中的一只脚掌，顺而激战捕获。http://t.cn/zWldazc,m,6068,北京,98,83,皮皮时光机,9,355,1
【请记住：轮奸要第一个上!】76人律师团领队、法律大学副校长张爱国教授对媒体表示，李天一因是第一个与被害女子发生关系，所以不构成轮奸罪，只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。记住啊，轮奸要第一个上!（叫兽哦）转,m,13893,北京 朝阳区,3070,23,小米手机,1,130,1
逆天！逆天！假如本届伦敦奥运会结束时，中国代表队还是金牌榜第一，转发本微博并关注@小建OFF 的一人送一台iPhone4s+MacBook Air+ New ipad+touch 。你没有看错，还有特等奖直接送你100台iPhone4S！！！还在等什么！！,m,21155,湖北 武汉,525,209,微博 weibo.com,3,227,1
都看到我家门口了，住川音摩卡的注意了 http://t.cn/8FdoVhl,m,7986,北京,72,192,陌陌,13,492,1
【峰回路转！李天一案受害人撤销控诉！】北京消息：双方已达成和解意向！因李未满18，且当时已醉酒！经李天一及其4名嫌疑人家长奔走，最终联系上女孩父母，并进行“长谈”！受害人最终得到极大的物质补偿：落实北京户口、工作、一套房产！这是真的吗？权钱再次战胜法律？[吃惊]（转）,m,48477,陕西 西安,1979,204,微博 weibo.com,2,839,1
朋友妈妈在公交捡到了个钱包，里面有两张身份证，驾驶证，和三张1月25号惠州到武昌的火车票，名字分别是陈翠珍，高艳林，张馨元。春运期间，不知道失主花了多少功夫买这三张卧铺票，没了身份证如何回家过年，一定急疯了。转发举手之劳。 (联系:陈珉岩 13006609059) @紫色浪漫小白 @温柔善良33 @李平,m,1231,河南 郑州,569,30,微博 weibo.com,0,232,1
原来是真事啊！！！新闻都报道了！！4岁成都男孩划伤宝马，宝马车主打了小孩儿一耳光，奶奶叫来6辆奔驰砸毁宝马！！！然后爸爸来了把车买下，并且砸烂。 http://t.cn/zW7Ilau【喜欢就关注：@每天壹笑 精彩无处不在】,f,934434,福建 厦门,330,26,爆米花分享,3,225,1
【司机朋友请注意！！！】： 如果晚上驾驶汽车经过漆黑路段时，受到鸡蛋攻击，千万不要启动喷水功能和开动雨刷。因为鸡蛋参水后将呈现白色，阻挡视线高达92.5％，你将被迫停在路边而成为劫匪的囊中物，这是歹徒最新技俩，应迅速驰离危险区域再做处理。转给自己身边的朋友亲人！！[心] ,f,512810,广东,508,19,iPad客户端,0,130,1
#北京说事#【谨防宝宝被拐】天津阿姨家邻居带着3岁儿子去超市，付账片刻发现孩子不见，立即找保安求助。保安很给力，马上对讲机通知关闭所有入口进行排查。最后找到了小孩，头发被剃了，衣服被换。人贩子团伙太恐怖，家长带小孩外出一定要非常谨慎! ps:上周北京就发生类似两起，大家小心！（转）,m,610225,北京 东城区,30,51,时光机,1,170,1
[可怜][可怜]求扩散，帮朋友的朋友转的！今天上午她朋友的同学的同事的女儿在（东莞大朗）大润发超市附近被人拐走了，小女孩三岁多，能准确说出她爸爸的手机号码，这是我朋友同事女儿的照片，从监控上看是被一个四十多岁男人抱走了，现大人都急疯了，有知情者请告之，万分感谢！,m,334,广东 东莞,1273,4,iPhone客户端,0,149,1
【调查地沟油的记者李翔，死了】 身中10余刀，惨死。他为全国不能吃特供的十多亿草泥马的食品安全努力过。他付出了年轻的生命。草泥马们，请动一下鼠标，转发，表达一下谢意。不过分吧？恭请转发！！！,f,139731,北京 朝阳区,3230,58,微博 weibo.com,3,345,1
【特大好消息】继北京出台95岁老人看病不要钱后，山东泰安宣布100岁可免费登泰山，初步预估：接下来应该有城市跟进宣布110岁放宽生3胎政策，120岁老人可分配住房，130岁可取消一夫一妻限制！希望大家注意保重身体，好日子在后头呢。大家努力活过100岁！（南都）,m,55982,北京,1024,182,iPad客户端,0,943,1
【律师称李天一第一个与女子发生关系 不构成轮奸】李双江之子李天一涉嫌强奸罪，于7日被批捕。76人律师团领队、法律大学副校长张爱国教授对媒体表示，李因第一个与被害女子发生性关系，不构成轮奸罪，只判罚较轻的强奸罪批捕。ps 尼玛！这个故事告诉我们，为什么从小要力争第一！http://t.cn/zYmtm8j,m,76205,吉林 长春,1826,75,weiboat.com,2,272,1
中国游泳小将16岁叶诗文狂揽两枚金牌并打破世界记录，遭逼问有没有服用兴奋剂？她紧张委屈地说：“我真的没服兴奋剂，就是吃了很多纽崔莱营养品，还是教练逼着吃的”！事后当美国教练看到纽崔莱与中国签约赞助仪式上，有中国游泳队总教练幺正杰时，当场晕倒：“是中国人吃着美国的产品打败了美国人”！,f,4358,广东 广州,2011,95,iPhone客户端,4,679,1
这是一位94岁的老奶奶，老伴死了，两个儿子在外打工，每天捡垃圾捡到凌晨两点，不足五点又要去捡，每天只赚5、6块，生病了也不去医院。每转一次腾讯公益就会给她一毛钱，不勉强，有良心的人自然会转。帮帮这位可怜的老人吧，若觉得脏了你的微博可以不转！,m,68437,广东,1986,15,360安全浏览器,9,278,1
原来大黄鸭子是国人弄死的，火了：香港方面称，充气大黄鸭在港不幸爆掉，乃大陆沈阳某旅行团的胡某扔烟头所致。此旅行团13日晚搭乘豪华客轮「莫利亚第」号经过大黄鸭旁，胡某向其投掷了30个点燃的烟头并向周围游客表示“不信弄不死你”，昨晚大黄鸭倒下后经导游指认港警已将其收监,m,6586,北京,3560,54,iPhone客户端,1,155,1
【网曝山西一轮奸犯“摇身”变为县长！】山西省大宁县县长樊宇涉嫌1993年轮奸少女案，但在其父樊纪亨（临汾市委书记、临汾市人大常委会主任）的干预下，受害人冤情石沉大海。被轮奸受害人多次上访无果，而轮奸犯嫌疑人樊宇的仕途却一路飙升。由县公安局长一直升至县长。http://t.cn/zW2qzr9,f,5844,广东 广州,1098,42,微博 weibo.com,0,604,1
@kimka1913 :昨晚从北京站行至台基厂，有辆布加迪压车霸道，我老公鸣笛提醒，结果 一个小个子男人从车上下来就挑衅，说我用手机拍他的车，狂得不行，还动手打了我和我老公。我只好报警。后来才知此人就是所谓京城四少之一王烁。经警方调解，最后王烁在电话里两次向我道歉。人有点钱，就可以这样作吗？,m,150878,北京,4166,919,微博 weibo.com,44,958,1
中央电视台《焦点访谈》播出， 可口可乐承认旗下(果粒橙)含有美国禁用农药「多菌灵」，多菌灵可致脑麻痺、肝脏腫瘤等癌症。包括香港正在销售的（果粒橙），香港食环署正在了解此事件。 专家指出，（多菌灵）跟其他农药一样，对脑部影响最大，可引致局部麻痹，并会导致癌症。 [怒]请转走，让更多人知道,m,2849,上海 徐汇区,1899,35,Android平板客户端,0,188,1
尼古拉斯·凯奇（Nicolas Cage，1964年1月7日－2013年1月17日）因滑雪事故去世[蜡烛]”Nicholas Cage Dies In Snowboard Accident“http://t.cn/zjDQCQf 大导演弗朗西斯·科波拉的侄子，获奖无数，个人心中的佳作:鸟人，我心狂野，倾城佳话，空中监狱，天使之城，火柴人，战争之王，变脸[蜡烛],f,568,江苏 南京,287,46,酷派手机,0,243,1
【新版假币又来了】开头是CE86和CH31，这次仿真水平超过HD90版。100元编号CE86、CH31、HB90、WJ1开头均为假币。50元编号FA开头的均为假币。10元编号AB77、AB88、AB99开头的均为假币，请转发给你的朋友，让更多的人知道。,m,522152,福建 厦门,480,14,微博 weibo.com,0,185,1
首都迁移信阳已成定局-中部崛起-东湖社区 - 荆楚网 http://t.cn/zQSiqjH ,m,293978,北京 海淀区,388,337,百度分享,35,745,1
Mico是中美混血男孩，3周岁，身高1米左右，偏瘦，寸头，离开时身穿绿色棉布大衣、深蓝色裤子、咖色皮鞋，能说简单的中文及英文。于1月7日16：33分左右，在爱绿双语幼儿园门口育秀路段（大润发周边）被抢走，至今下落未明，他的妈妈已近崩溃，望知情者提供线索，求扩散！【来源：@请叫我陈博博   】 ,m,1735,天津 河西区,1677,65,皮皮时光机,2,655,1
【地球都哭了！！请为一个喊冤的老妇人转发！】20日河南洛阳，57岁的妇人孙爱云脱光衣服站在法院的车上喊冤。20年前她的弟弟被杀害，凶手至今逍遥法外，她自己反而因告状而多次被拘留劳教。http://t.cn/zYkTaxM ——是什么！让一个普通公民被逼用撕破自己尊严来抗议不公！？[泪]有心者，请您帮她转发扩散下,m,1425620,其他,23,36,专业版微博,3,158,1
【跪请多转发，消灭贪官，为民除害】今天又两个中江县红十字会的人来我们这里购买了1万多元的救灾药品，但要求我们开5万多元的发票。我们（成都制药一厂）没有答应，结果由隔壁通化一家药厂经营部开给他们了.实名举报：吴斌，1973年10月12日出生，家住什邡市方亭镇中心大街西段67号。 转,m,8330,四川 达州,700,86,Android客户端,10,380,1
四川藏区需要4一10岁小孩的衣服和鞋子，新旧不限。，洗干净就可以。地址：四川省甘孜藏族石渠县西区长沙贡马乡小学， 邮编：627350 校长：达洼15884044467 如果没有合适的衣服可以邮寄，帮忙转一下贴也好，也许您的一下简单复制，就能给孩子们一个幸福的明天。天气冷替孩子们感谢了！,m,1777,海外 英国,536,3,iPhone客户端,1,127,1
为大家整理了一下驾驶证新规：2013年1月1日施行：1闯红灯，记6分罚100元。2酒驾，5年内不得再考取驾照。3不系安全带，记3分罚100元。4副驾不系安全带，记1分，罚50元。5行驶途中拨打手机，记3分罚100元。6.行驶途中抽烟，记1分，罚100元。[哈哈]转起来给身边开车的童鞋[兔子][熊猫],f,13810,浙江 湖州,1944,16,iPhone客户端,0,166,1
有需北京户口的青年请速洗干净到湖北大厦报名咨询！著名女士也可报名！,m,127372,湖北 武汉,1221,36,iPhone客户端,0,121,1
#复旦大学投毒事件#故事应该是这样的：投毒嫌疑人林森浩的本意并不是毒杀黄洋，而是同舍的另一人姜成，他曾于2012年在百度注册名为“诛姜成”，并提了很多关于有毒化合物的问题，他的本意应该也并非直接投毒致命，而是小剂量缓慢的让他中毒，最终致死，却不曾想放错了剂量，并误杀黄洋，最终造成惨剧。,m,32839,上海 浦东新区,3011,457,微博 weibo.com,62,288,1
【 混蛋尊严】国-务-院文学专家谢丁河说：就官员和普通女性发生性关系的新闻报道，如果用”嫖”字眼，显得太不尊重官员了，应该使用”宠幸”一词。@-宁死不屈-,m,26704,江苏 苏州,700,59,微博 weibo.com,0,155,1
【城管手中再添一人命】2013年7月26日早上8点20分左右。四川省达州万源有一个家庭贫因的17岁在校学生。把 自己在山上捡的野山菌拿到街上来卖，遭到城管殴打，送到医院抢救无效死亡，但目前消息被封锁。 试问正义何在？公理何在？ 求扩散步！！！[怒][怒]@假装在西安 @孔智勇- @徐昕 @时评聚焦 @袁腾飞,m,70986,北京 东城区,916,15,微博 weibo.com,1,136,1
目前见过最大的王八！据怺逺啲兲岼微博， 今天中午11点左右，在湖州市南浔新桥下面的河里面，发现一只400多斤的甲鱼。。。10几个人，才把它抓起来。@钓技知识大全 @快乐垂钓网 @蔡奕微 @艾素,m,2010,广东 广州,452,33,红围脖iPhone客户端,0,110,1
【广东河源4.8级地震已发生30次余震】今晨2时34分，广东河源市东源县发生4.8级地震。根据震源区的台站测定，至16日04时00分，发生余震30次，最大余震2.6级。广东省地震工作组已抵达河源，参加在应急指挥中心召开的市防抗救工作领导小组会议。 http://t.cn/zO2xKEA 30次余震，好恐怖啊！,f,41458,广东 东莞,1659,35,粉丝工具箱,3,106,1
《交通新规》：CCTV今天播交通新规： 1闯红灯记6分罚100元。2 酒驾记12分5年内不得再考取驾照。3 不系安全带记3分罚100元。4 副驾不系安全带记1分罚50元。5 行驶中拨打手机记3分罚100元。6 行驶中抽烟记1分罚100元。7 超速驾驶记6分。8 副驾驶有不满14周岁乘坐的记6分罚300元。（王利群）詹评：严！,m,113887,北京,552,23,微博 weibo.com,2,181,1
飞机失联，美国得知消息四个小时之后就出动了军事力量，今天美国国防部又宣布派出平克尼号驱逐舰和一架P-3C猎户座侦察机帮助搜救马航失联客机。可中国呢，至今没有空军海军参与救援的消息。而且连新闻报道都少得可怜。要知道飞机上坐着154名活生生的中国人啊，而美国人只有三个。悲哀，真TMD悲哀。,m,7672,重庆 沙坪坝区,781,84,小米手机2A,3,164,1
大陂渡哥：什邡人吴斌实名揭露红十字会贪官，请转发！,f,8235,湖北 武汉,1807,35,微博 weibo.com,4,189,1
#918#广州正佳广场。不是本人拍的，群里看到的。现在正佳那段路被封了。,m,417,广东 广州,944,35,微博 weibo.com,0,117,1
【注意了，新骗局来了！！！】1)真假 快递员？2）危险的免费钥匙圈；3）神 秘的10086电话....可怕的是这三个骗局 已经致使无数人上当受骗，提醒一下侬身边额朋友~~大嘎扩散起来～[话筒],f,322406,上海 黄浦区,1016,0,索尼Xperia S LT26i,0,0,1
换个国家，这件事大概能拉下一个总统，解散一个内阁，催生一个制度。在天朝，只能换得几人围观，几声叹息。 今下午1点多，宁波妇幼医院一妇女因负担不起医治孩子的高昂医药费，怀抱仅4个月大的宝宝在住院楼跳楼自杀，经抢救无效死亡。——全民医保，何时来到？,m,88826,北京 朝阳区,257,46,微博 weibo.com,1,238,1
【交通新规】2013年1月1日施行:1闯红灯，记6分，罚100元。2酒驾，5年内不得再考取驾照。3不系安全带，记3分，罚100元。4副驾不系安全带，记1分，罚50元。5行驶中拨打手机，记3分，罚100元。6行驶中抽烟，记1分，罚100元。7有意遮挡号牌，记12分，顶额处罚。8超速驾驶，记6分。扩散给大家! (广州日报),f,990303,广东 深圳,213,95,Android平板客户端,4,807,1
今日中午12点半至1点15分，新浪微博管理员徐某使用服务器带宽下载CL网爱情动作片42G左右，造成新浪微博无法访问。---对此微博技术负责人@刘子正 侧面证实了此事，并称：从技术上来说，微博管理员拿到了服务器权限：制度问题，下载带宽抢了服务器资源：网络架构问题，45分钟还在持续下载：预案有问题。,m,44697,北京,1255,69,微博 weibo.com,0,251,1
七旬老汉靠卖自己种的菜为生。一个从执法车上下来了一个年轻人，将老汉连扇几个耳光推倒在地。老汉到处寻找执法者，只想告诉他，我从山里骑和烂单车到这里用了3个多小时只想卖点钱给生病卧床的老伴买药。有良知的帮忙转一下，替老汉夺回公道.不会转，会脏了你的微博账号对吗？有心就转，没心就算了！,f,9000,广东 广州,811,0,iPhone客户端,3,385,1
周立波：我11名船员被杀，政府没有表态；利比亚丢掉400亿，政府不敢讲话；韩国海警先打人，政府没有力争；… …。联想到：美国护照中写着：“不管你身处何方，美国政府都是你强大的后盾”。在中国护照中写着： 请严格遵守当地的法律，并尊重那里的风俗习惯。”   http://t.cn/zTBdgcN,m,15869,香港,1881,50,中华网,51,195,1
交警暴力执法，强行拖走女车主。事件背景为长沙最近在整治电动车问题，一位女车主不是很合作，被两位男交警在地上拖行。拍客在进行拍摄取证时，被一位未穿交警制服的男子冲过来夺走拍客的手机扔到了树丛里面。,f,847528,香港,1118,88,微博 weibo.com,0,118,1
【紧急通知】新版假币又来了!千万不要上当了，果断转给身边的朋友吧~☑一个南京人必须关注的微博，推荐关注@南京头条,m,1191548,江苏 南京,1582,30,微博 weibo.com,3,524,1
感动又被萌翻，地震发生期间一位警察救起了一只压在木板下的一只大熊猫当警察准备离开时熊猫死死地抱住警察叔叔的腿。如果你感动了，请转发一下把。地震无情人有情，为雅安祈福。,m,8716276,安徽,281,41,iPhone客户端,4,225,1
在德国，汽车、公司都无需年检。 问德国人：汽车不年检，坏了怎么办？ 答：自己修车。 问：德国政府为何不强制年检？ 德国人反问：谁给了政府这个权力？如果政府对年检感兴趣，说明这种事对它有好处。  ,m,3634,湖南 长沙,2001,48,iPhone客户端,3,242,1
最新消息，汕头潮南区陈店镇部队救援物资到了，方便面一包50块，矿泉水一瓶15块，快艇接送一人15块，不给钱不救，心痛啊，求扩散，转吧，让习总书记评评理…,f,685,广东 汕头,1234,25,微博桌面,2,181,1
紧急通知大家千万不要购买樱桃：今年樱桃里寄生了一种蛆虫，几乎100%的樱桃里面都有。实验方法：找最好看最新鲜的樱桃，放透明玻璃杯中，倒进水去后放点盐，大约2分钟就会看到这些蛆虫从完好的表皮往外钻。求扩散！ [抓狂][抓狂][抓狂]@温州草根新闻 ,m,1403,浙江 温州,429,104,iPhone客户端,7,718,1
浪浪你真的要开启微博可查看最近访客功能了么。。。。。。（via 丁一晨DYC）,m,1021051,海外,35,85,微博 weibo.com,16,131,1
【恐怖新骗局】看的我汗毛都竖起来了，现在还有点怕！！！转给身边的盆友并且一定认真读完，否则真遇到就来不急了！！！[话筒]（Via Happy张江）,m,385721,广东 深圳,1174,37,精彩微客,3,191,1
牙膏底部的短线，绿色天然的。蓝色天然加药物，红色药物家化学，黑色纯化学。童鞋们~今后购买要记得～[围观],m,76205,吉林 长春,1826,35,weiboat.com,3,152,1
